property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
house,dlf city plots phase,sector 25,7.5,38710.0,9,9,3+,4.0,Relatively New,1937.502,0,0,1,1,1,0,160
flat,uphar lakshya homes,sector 105,0.42,4200.0,3,2,1,1.0,Relatively New,1111.0,0,0,0,0,0,0,7
house,independent,sector 9,0.6,10720.0,2,2,1,1.0,Moderately Old,558.0,0,0,0,0,0,0,8
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,3,3,10.0,Relatively New,1527.0,1,0,1,1,1,1,43
flat,ambience creacions,sector 22,4.78,15469.0,3,4,3,7.0,Relatively New,2500.0,1,0,0,1,0,2,111
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,22.0,Relatively New,1154.0,0,0,1,0,1,1,160
flat,central park flower valley aqua front towers,sector 33,2.0,11179.0,3,3,3+,8.0,New Property,1619.0,0,0,0,0,0,0,23
flat,mm merlin,sector 67,3.4,14419.0,3,4,3+,16.0,Relatively New,2133.0,0,0,0,1,0,0,158
flat,signature andour heights,sector 71,0.37,7400.0,1,1,2,2.0,Relatively New,425.0,0,0,0,0,0,0,37
house,unitech espace,sector 50,7.5,34665.0,3,3,2,2.0,Moderately Old,2163.5439,0,0,0,1,0,0,66
flat,raheja navodaya,sector 92,0.62,4139.0,2,2,2,5.0,New Property,1498.0,0,0,0,0,0,1,0
flat,signature global city,sector 81,0.96,9766.0,2,2,2,1.0,Relatively New,1194.0,0,0,0,0,0,0,49
house,independent,sector 25,6.5,36160.0,4,3,3,3.0,Moderately Old,1797.5712999999998,0,0,1,0,1,1,19
house,international city by sobha phase,sector 109,7.0,12955.0,5,6,2,2.0,Relatively New,5400.0,0,0,0,1,0,0,154
flat,experion the heartsong,sector 108,0.98,10018.0,2,3,3,12.0,Relatively New,978.223232,0,1,1,1,1,0,31
flat,dlf the icon,sector 43,5.25,20388.0,4,4,3,9.0,Old Property,2570.0,1,0,1,1,0,1,135
flat,bestech park view residency,sector 2,1.4,7865.0,3,3,3+,6.0,Old Property,1610.0,0,0,0,0,0,2,107
flat,mm heights,sector 65,3.29,17998.0,3,3,3,33.0,New Property,1828.0,0,0,0,0,0,1,49
flat,central park bellevue,sector 48,5.0,11628.0,3,4,3,14.0,Moderately Old,4778.0,0,0,0,0,0,1,82
flat,bestech park view city,sector 49,2.9,12170.0,4,4,3+,5.0,Moderately Old,2156.0,0,0,0,1,0,1,117
house,international city by sobha phase,sector 109,12.0,15005.0,5,6,3,2.0,Relatively New,7000.0,0,0,0,1,1,0,154
flat,pyramid urban,sector 67a,0.6,8571.0,2,2,2,14.0,New Property,633.0,0,0,0,0,0,1,15
house,independent,sector 26,13.5,29862.0,5,5,3+,2.0,Relatively New,4518.0,1,0,1,1,1,2,49
flat,paras dews,sector 106,1.14,6000.0,3,4,3,8.0,Relatively New,1305.0,0,0,0,1,1,1,49
flat,vatika xpressions,sector 88b,1.1,8148.0,2,4,3+,2.0,Under Construction,1350.0,0,0,0,0,1,0,58
flat,mm woodshire,sector 107,0.88,6442.0,2,2,3+,3.0,Relatively New,1236.0,0,0,0,0,0,1,99
flat,vipul belmonte,sector 53,6.5,21922.0,3,4,3+,0.0,Old Property,2683.0,1,0,0,0,1,1,72
flat,eldeco accolade,sohna road,0.78,5420.0,2,2,2,7.0,Relatively New,1318.0,0,0,0,0,1,0,137
flat,emaar mgf emerald floors premier,sector 65,2.8,15556.0,4,4,3,2.0,Relatively New,1800.0,0,0,0,0,1,0,89
flat,professors enclave cghs,sector 56,1.55,7750.0,3,3,3+,6.0,Moderately Old,1810.0,0,0,0,1,0,0,49
house,unitech espace,sector 50,9.8,30248.0,4,4,3,2.0,Moderately Old,3239.9339,0,0,0,1,0,1,22
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3,3,3,5.0,Relatively New,1531.0,0,0,0,0,0,0,49
flat,breez global heights a,sector 88a,0.5,8375.0,3,2,2,2.0,Relatively New,663.0,0,0,0,0,0,0,15
flat,tata primanti,sector 72,3.2,12190.0,4,4,3+,8.0,Moderately Old,2600.0,0,0,0,1,0,0,168
flat,vatika xpressions,sector 88b,0.92,7360.0,2,2,2,3.0,Relatively New,1300.0,0,0,1,0,0,0,174
flat,lord krishna,sector 12,2.7,8571.0,4,3,3,6.0,Old Property,3150.0,0,0,0,0,0,1,0
flat,karmyogi apartment,sector 10a,2.3,6466.0,6,4,2,6.0,Moderately Old,3951.0,0,0,0,0,0,1,0
flat,mm merlin,sector 67,3.4,14419.0,3,4,3,15.0,Relatively New,2122.0,0,0,0,1,0,0,110
house,emaar mgf marbella,sector 66,12.0,38049.0,5,6,3+,3.0,Relatively New,3150.0,0,1,0,1,0,0,153
flat,tarc maceo,sector 91,0.89,6339.0,2,2,3+,9.0,Relatively New,1302.0,1,0,0,0,0,0,13
house,independent,sector 46,4.25,23090.0,5,4,2,3.0,Moderately Old,1840.6269,0,1,0,0,0,0,57
house,independent,sector 56,2.95,20301.0,2,2,0,1.0,Relatively New,1453.1265,0,0,0,0,0,1,0
flat,signature global synera,sector 81,0.49,6667.0,2,2,3,5.0,Relatively New,700.0,0,0,0,0,0,0,117
house,independent,sector 7,2.43,14852.0,4,4,2,3.0,Old Property,345.0,0,1,1,0,1,0,38
flat,mm merlin,sector 67,3.0,14656.0,3,3,3+,4.0,Relatively New,2047.0,0,1,0,0,0,0,174
flat,ss the leaf,sector 85,1.3,7780.0,2,2,3+,16.0,Relatively New,1405.0,0,1,0,0,0,1,148
flat,dlf regal gardens,sector 90,1.76,7946.0,4,4,3+,8.0,Relatively New,2020.0,0,0,0,0,0,0,135
flat,pareena coban residences,sector 99a,1.08,6171.0,3,5,3,2.0,Relatively New,1750.0,1,0,0,1,0,1,49
flat,vipul lavanya,sector 81,1.0,8000.0,2,2,2,7.0,Relatively New,1131.0,0,0,0,0,0,1,31
flat,ats tourmaline,sector 109,1.45,6744.0,3,4,3+,4.0,Relatively New,1797.0,0,0,0,1,0,1,71
flat,ss the leaf,sector 85,1.05,6402.0,2,2,3,11.0,Relatively New,1484.0,0,0,0,0,0,1,44
house,independent,sector 5,0.75,58064.0,2,2,0,1.0,Relatively New,130.0,0,0,0,0,0,1,0
flat,ats tourmaline,sector 109,1.75,10000.0,3,3,3,4.0,New Property,1466.0,0,0,0,0,0,0,31
flat,ireo victory valley,sector 67,2.95,12110.0,3,3,3+,14.0,Moderately Old,2236.0,0,0,1,1,0,0,165
house,independent,sector 2,6.0,20051.0,4,4,1,2.0,Relatively New,2992.3642,0,0,0,0,0,0,0
flat,signature global synera,sector 81,0.48,8027.0,2,2,1,14.0,Relatively New,547.0,0,0,0,0,0,0,14
flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3+,4.0,Moderately Old,2857.0,0,1,0,0,0,0,120
flat,ireo victory valley,sector 67,3.15,12847.0,3,4,3+,15.0,Relatively New,2218.0,0,0,1,1,0,0,149
flat,pareena mi casa,sector 68,1.1,9016.0,2,2,3,13.0,New Property,1244.0,0,0,0,0,0,1,106
flat,pioneer park,sector 61,3.6,12627.0,4,4,3,3.0,Moderately Old,2579.0,0,0,0,1,0,0,121
flat,umang winter hills,sector 77,1.4,6341.0,3,3,3,10.0,Relatively New,1735.0,0,0,0,0,0,1,28
flat,ss the leaf,sector 85,1.15,9105.0,2,2,3,20.0,Relatively New,1263.0,0,0,1,0,0,1,107
flat,ss the leaf,sector 85,2.0,11869.0,3,4,3,5.0,Relatively New,2025.0,0,0,0,1,0,1,156
flat,indiabulls centrum park,sector 103,1.01,8080.0,2,2,3,5.0,Relatively New,1338.0,0,1,0,0,0,0,165
flat,godrej oasis,sector 88a,1.15,7116.0,2,2,3,14.0,Relatively New,1380.0,0,0,1,0,1,1,174
flat,bptp terra,sector 37d,1.95,11818.0,4,3,3,7.0,Relatively New,1650.0,0,0,0,0,0,1,53
flat,emaar mgf the palm drive,sector 66,2.99,14950.0,3,3,3,7.0,Relatively New,2000.0,0,0,0,1,0,0,49
flat,mm golfestate,sector 65,5.3,24212.0,3,3,3,38.0,Moderately Old,2505.0,0,0,0,1,0,2,49
flat,bestech park view grand spa,sector 81,2.25,8459.0,3,4,3+,8.0,Relatively New,2300.0,0,1,0,1,1,0,122
house,independent,sector 105,1.35,3859.0,5,3,3,3.0,Moderately Old,3500.0,0,0,0,0,0,1,0
flat,alpha corp gurgaonone,sector 84,1.15,7497.0,2,2,3,8.0,Relatively New,1361.0,0,0,0,0,1,0,37
flat,tata primanti,sector 72,3.85,13253.0,4,5,3+,13.0,Relatively New,2628.0,0,0,0,1,0,0,174
flat,bestech park view city,sector 48,2.7,11714.0,3,3,3+,7.0,Relatively New,2000.0,0,0,0,1,1,0,174
flat,krishna appartment,sector 12,0.35,3500.0,3,3,1,2.0,Old Property,905.0,0,0,0,0,0,1,0
house,independent,sector 9,0.22,7300.0,2,2,2,1.0,Old Property,37.0,0,0,0,0,0,0,0
flat,supertech new soft launch,sector 68,0.84,7119.0,2,2,2,7.0,New Property,1180.0,0,0,0,0,0,1,0
house,independent,sector 28,8.4,34530.0,4,4,3+,2.0,Relatively New,2430.0,0,1,1,1,0,0,139
flat,tulip monsella,sector 53,6.02,20816.0,3,3,3,29.0,Relatively New,2892.0,0,0,0,0,0,1,68
house,independent,sector 105,1.2,1481.0,7,4,1,2.0,Moderately Old,8100.0,1,0,0,0,0,1,14
flat,signature global park,sohna road,0.54,6391.0,2,2,3,4.0,New Property,676.0,0,0,0,0,0,0,44
flat,mm woodshire,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively New,1554.0,0,0,1,0,0,0,174
flat,puri emerald bay,sector 104,2.3,9388.0,3,4,3+,10.0,Moderately Old,2217.0,0,0,0,1,0,1,101
house,independent,sector 3,0.92,15263.0,4,1,0,1.0,Old Property,603.0,0,0,0,0,0,1,0
flat,antriksh heights,sector 84,0.85,4928.0,3,3,3+,10.0,Relatively New,1561.0,0,0,0,0,1,1,52
flat,housing board colony,sector 51,0.3,41667.0,1,1,0,0.0,Moderately Old,80.0,0,0,0,0,1,0,15
flat,pioneer urban presidia,sector 62,7.15,16486.0,4,5,3+,7.0,Relatively New,3924.0,0,1,0,1,1,0,158
flat,paras dews,sector 106,1.4,6001.0,3,4,3+,12.0,Under Construction,1592.0,1,0,0,1,1,1,55
flat,emaar mgf the palm drive,sector 66,3.5,15909.0,3,3,3,7.0,Moderately Old,2125.0,0,1,0,1,0,0,149
flat,corona optus,sector 37c,1.25,7090.0,3,3,3,4.0,Relatively New,1350.0,1,0,0,0,0,0,49
flat,ild greens,sector 37c,0.95,9223.0,2,2,3+,11.0,Relatively New,1178.0,0,1,1,0,0,0,119
flat,the close north,sector 50,2.5,11945.0,3,3,3,11.0,Relatively New,1894.0,0,0,1,0,0,0,127
flat,the arzoo cghs,sector 51,2.1,9130.0,4,4,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,58
flat,gls avenue,sector 92,0.21,6954.0,1,1,1,0.0,Relatively New,336.0,0,0,0,0,0,0,63
flat,vipul lavanya,sector 81,1.28,7175.0,3,3,3,1.0,Moderately Old,1982.0,0,0,1,1,0,0,49
flat,indiabulls centrum park,sector 103,1.34,7882.0,3,3,3+,12.0,Relatively New,1725.0,0,1,1,1,1,0,38
house,independent,sector 11,0.95,7294.0,5,3,0,1.0,Relatively New,1300.0,0,0,0,0,0,1,0
flat,mahindra luminare,sector 59,5.5,18182.0,3,3,1,26.0,Under Construction,2737.0,0,0,0,1,0,1,24
flat,adani mk oyster grande,sector 102,2.5,7817.0,4,5,3+,5.0,Relatively New,2893.0,0,0,0,1,0,1,76
flat,puri emerald bay,sector 104,2.55,10408.0,4,4,3+,5.0,Relatively New,2303.0,0,0,0,1,0,1,49
flat,ireo the corridors,sector 67a,2.0,11429.0,3,3,3,12.0,New Property,1583.0,0,0,0,0,1,1,38
house,row house,sector 105,0.43,4095.0,3,3,3,2.0,Relatively New,1050.0,0,0,0,0,0,1,0
flat,adani mk oyster grande,sector 102,1.8,9529.0,3,4,3,17.0,Relatively New,1709.0,0,0,0,1,0,1,49
house,independent house sector,sector 40,9.0,10000.0,12,12,3,4.0,New Property,9000.0,0,0,0,1,0,0,71
flat,city heights,sector 39,1.75,8750.0,3,4,3,3.0,Old Property,2222.0,0,0,0,1,0,2,42
flat,dlf the skycourt,sector 86,1.5,8427.0,3,3,3+,18.0,Relatively New,1780.0,0,0,0,0,1,0,174
flat,mm merlin,sector 67,2.65,12946.0,3,3,3,0.0,Relatively New,2047.0,1,0,0,0,0,0,174
house,independent,sector 7,1.35,40458.0,4,5,0,3.0,Old Property,330.0,0,0,0,0,0,1,0
flat,smart world gems,sector 89,0.85,7706.0,2,2,2,2.0,New Property,1226.0,0,0,0,0,1,1,45
flat,tashee capital gateway,sector 111,0.96,6500.0,2,2,1,4.0,Relatively New,1337.0,0,0,0,0,1,0,53
flat,the rama apartment cghs,sector 43,2.5,10204.0,4,4,3+,4.0,Moderately Old,2722.0,0,0,0,1,0,1,26
house,independent,sector 104,0.8,8889.0,13,6,3+,3.0,Moderately Old,900.0,1,0,1,1,1,0,0
flat,south city floors,sector 41,3.4,11724.0,4,4,3,0.0,Old Property,2900.0,0,0,0,0,0,1,0
flat,bestech park view residency,sector 2,0.56,8629.0,1,1,2,6.0,Moderately Old,723.0,0,0,0,0,0,1,77
flat,emaar imperial gardens,sector 102,2.05,9875.0,3,4,3+,14.0,Relatively New,2250.0,0,0,0,1,0,0,116
flat,sunischit apartments,sector 54,1.75,7955.0,3,4,3+,5.0,Moderately Old,1900.0,0,0,0,1,0,0,83
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Relatively New,1505.0,0,0,0,0,0,1,0
flat,ss,sector 85,2.09,7432.0,4,4,3,8.0,Relatively New,2600.0,0,0,1,1,1,1,49
flat,signature global solera,sector 107,0.36,6581.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,1,45
house,independent,sector 26,6.0,33378.0,8,5,3+,3.0,Old Property,1797.5712999999998,0,0,0,0,0,0,9
house,independent,sector 31,3.69,23642.0,4,4,2,2.0,Moderately Old,1560.7655,0,0,1,1,1,0,75
flat,orchid petals,sector 49,2.35,11559.0,3,3,3,15.0,Relatively New,2030.0,1,0,0,0,0,1,49
house,dlf city plots,sector 26,16.0,35561.0,4,4,3,1.0,Relatively New,4500.0,0,1,1,0,1,0,7
house,independent,sector 82,7.5,23149.0,5,5,3+,2.0,Relatively New,3240.0,0,0,1,1,0,0,135
flat,vatika gurgaon,sector 83,1.4,6629.0,3,3,2,7.0,Relatively New,1570.0,0,0,0,0,0,0,74
flat,shapoorji pallonji joyville gurugram,sector 102,1.6,11696.0,2,2,3,14.0,Moderately Old,1368.0,0,0,0,0,0,0,0
house,independent,sector 25,13.0,45748.0,6,8,3+,2.0,Relatively New,2844.0,0,1,1,1,1,2,0
flat,bestech park view aindependentda,sector 81,0.95,10626.0,2,2,2,2.0,Relatively New,1112.0,0,0,0,0,0,0,104
flat,denso haryana housing society,manesar,0.9,4308.0,3,3,3+,5.0,Moderately Old,2321.0,0,0,0,1,0,1,7
house,not applicable,sector 4,0.8,6088.0,5,4,3,3.0,Under Construction,1314.0,0,0,0,0,0,1,0
flat,gls arawali homes,sohna road,0.35,6076.0,2,2,2,12.0,New Property,521.0,0,0,0,0,0,0,42
flat,bestech park view residency,sector 2,0.98,6960.0,2,2,3,0.0,Moderately Old,1280.0,0,0,0,0,0,1,85
flat,mm skywalk,sector 74,1.55,11923.0,2,2,3+,18.0,Relatively New,1300.0,1,0,0,0,0,0,137
flat,eldeco accolade,sohna road,0.95,6177.0,2,2,3+,8.0,Under Construction,1050.0,1,0,0,0,1,1,72
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,3.0,Relatively New,1833.0,0,0,0,1,1,0,124
flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,0,0.0,Relatively New,2194.0,0,1,0,0,0,1,50
flat,mapsko royale ville,sector 82,1.22,6100.0,3,5,3+,10.0,Relatively New,2000.0,0,0,1,1,0,0,76
flat,ireo victory valley,sector 67,4.55,14537.0,4,4,3+,19.0,Relatively New,2832.0,0,0,0,1,0,0,156
flat,signature global solera,sector 107,0.35,6399.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,1,45
flat,mm heights,sector 65,2.0,13957.0,2,2,2,32.0,Relatively New,1433.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.36,8619.0,3,3,2,12.0,Relatively New,1428.0,0,0,1,0,0,0,49
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3+,14.0,Relatively New,1380.0,0,1,0,0,0,1,141
flat,tulip violet,sector 69,1.32,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,1,0,0,0,86
flat,dlf new town heights,sector 90,1.88,6894.0,4,4,3+,20.0,Relatively New,2726.0,0,0,1,1,0,0,145
flat,dlf regal gardens,sector 90,1.8,7223.0,4,4,3+,7.0,Moderately Old,2004.0,0,0,0,0,0,1,38
flat,orris aster court premier,sector 85,1.38,6509.0,3,4,2,6.0,Relatively New,1616.0,0,0,0,1,0,1,76
flat,tulip orange,sector 70,1.0,10309.0,3,2,2,3.0,Moderately Old,1078.0,0,0,0,0,0,1,58
flat,supertech hues,sector 68,0.8,6780.0,2,2,3+,14.0,New Property,1180.0,0,0,0,0,0,0,26
flat,dlf regency park,sector 28,2.25,13235.0,3,3,2,16.0,Old Property,1700.0,0,0,0,1,0,0,89
flat,dlf the ultima,sector 81,3.25,11805.0,4,4,3+,11.0,Moderately Old,2491.0,0,0,0,1,0,0,28
flat,breez global heights,sohna road,0.4,6421.0,2,2,1,4.0,New Property,615.0,0,0,0,0,0,0,49
flat,ss the leaf,sector 85,2.15,7646.0,4,5,3+,1.0,Relatively New,2544.0,0,0,0,1,0,0,165
flat,sidhartha ncr greens,sector 95,0.96,6202.0,3,3,3,8.0,New Property,1720.0,0,1,1,0,0,0,8
flat,supertech hues,sector 68,0.93,8611.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,1,0
flat,adarsh nagar,sector 12,0.65,6190.0,3,3,1,1.0,New Property,1167.0,0,0,0,0,0,0,42
flat,hsiidc sidco aravali,manesar,0.86,3323.0,3,3,3+,3.0,Moderately Old,1900.0,0,0,0,1,0,0,81
flat,dlf new town heights,sector 91,1.75,7403.0,4,4,3+,9.0,Relatively New,2139.0,0,0,1,1,0,0,88
house,ansal florence super,sector 57,3.75,23072.0,3,4,3,2.0,Moderately Old,1625.3489,0,1,0,1,1,0,38
flat,sare crescent parc,sector 92,0.65,4597.0,3,3,3,3.0,Moderately Old,1571.0,0,0,0,0,0,0,44
house,independent,sector 12,1.0,2667.0,9,7,3+,3.0,Moderately Old,3750.0,0,1,1,0,0,0,7
flat,signature global solera,sector 107,0.27,5521.0,2,2,2,0.0,Relatively New,543.0,0,0,0,0,0,0,45
flat,emaar the palm drive,sector 66,3.9,17727.0,3,4,3,2.0,Relatively New,2200.0,0,0,0,0,0,1,0
flat,ss the leaf,sector 85,2.7,7754.0,4,4,3+,23.0,New Property,3150.0,0,0,0,0,0,1,21
flat,dlf park place,sector 54,4.86,25920.0,3,4,3+,7.0,Relatively New,1875.0,0,0,0,1,0,0,49
flat,emaar palm gardens,sector 83,1.8,9474.0,3,3,3+,9.0,Relatively New,1719.0,0,0,0,0,0,1,55
house,bptp visionnaire,sector 70a,4.6,17659.0,4,4,3+,3.0,Moderately Old,2610.0,0,1,1,1,1,1,96
flat,signature global park,sohna road,0.79,7308.0,3,2,3+,4.0,Under Construction,978.0,0,0,0,0,0,0,109
flat,indiabulls enigma,sector 110,4.49,11572.0,5,5,3+,4.0,Relatively New,3510.0,0,0,0,1,0,1,165
flat,godrej,sector 79,2.0,8475.0,3,4,3+,9.0,Relatively New,1963.0,0,0,0,1,0,0,108
house,independent,sector 105,0.35,7069.0,2,2,1,2.0,Moderately Old,556.0,0,0,0,0,0,0,0
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1418.0,0,0,0,0,0,1,71
flat,ild grand centra,sector 37c,0.95,5220.0,3,1,0,0.0,Relatively New,1820.0,0,0,0,0,0,0,0
house,independent,sector 6,1.25,11613.0,5,5,1,2.0,New Property,120.0,0,0,1,0,0,1,0
flat,puri diplomatic greens,sector 111,3.65,12373.0,4,5,3+,17.0,Moderately Old,2669.0,0,0,0,1,0,0,132
flat,emaar mgf the palm drive,sector 66,3.2,17778.0,3,3,3,12.0,Relatively New,1800.0,0,1,1,1,1,0,117
flat,emaar mgf palm studios,sector 66,1.45,14796.0,2,2,3,3.0,Relatively New,1082.0,0,0,0,0,0,1,92
house,independent,sector 7,0.89,2073.0,5,3,2,2.0,Old Property,4293.0,0,0,0,0,0,1,8
flat,dlf new town heights,sector 90,2.0,7334.0,4,4,3+,20.0,Moderately Old,2467.0,1,0,0,1,0,1,49
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,5.0,Relatively New,1466.0,0,0,0,0,0,0,44
flat,bestech park view residency,sector 2,0.95,6714.0,2,2,3,1.0,Moderately Old,1280.0,0,0,0,0,0,0,82
house,sushant lok builder floors,sector 43,1.65,30658.0,4,4,3+,4.0,Moderately Old,540.0,1,0,0,0,0,2,49
flat,dlf the ultima,sector 81,2.4,11257.0,3,3,2,10.0,Relatively New,1800.0,0,0,0,1,0,2,174
flat,tata gurgaon gateway,sector 113,2.45,10788.0,3,3,3,8.0,Relatively New,2013.0,0,0,0,0,0,1,110
flat,tulip violet,sector 69,1.4,8855.0,3,3,2,9.0,Relatively New,1428.0,0,0,1,0,0,1,120
flat,dlf new town heights,sector 90,1.42,4865.0,4,4,3+,8.0,Moderately Old,2139.0,0,1,0,1,0,0,31
flat,paras dews,sector 106,1.4,9121.0,4,6,3+,10.0,Relatively New,1535.0,0,0,0,1,0,0,174
flat,umang monsoon breeze,sector 78,1.05,5666.0,3,3,3,6.0,Moderately Old,1853.0,0,0,0,0,0,1,0
house,cloudnine cottages,sohna road,5.5,6111.0,3,3,0,1.0,Moderately Old,9000.0,0,0,0,0,0,1,0
house,international city by sobha phase,sector 109,9.5,26425.0,7,6,3,3.0,Relatively New,3600.0,0,0,1,1,1,0,138
flat,signature global park,sohna road,0.91,6289.0,3,3,3,1.0,Relatively New,1599.0,0,0,1,0,0,1,165
flat,the close north,sector 50,2.35,11358.0,3,3,3,8.0,Moderately Old,1900.0,0,0,0,0,0,0,49
flat,mapsko paradise,sector 83,0.95,6300.0,3,3,3,1.0,Moderately Old,1489.0,0,0,0,0,0,0,0
flat,orchid petals,sector 49,1.9,10526.0,3,3,3,2.0,Old Property,1600.0,1,0,0,0,0,0,49
flat,emaar mgf emerald estate,sector 65,1.73,12401.0,3,3,3,9.0,Relatively New,1262.0,0,0,0,1,0,2,159
flat,mapsko mount ville,sector 79,1.2,8054.0,3,3,3,9.0,Relatively New,1321.0,0,0,0,0,1,0,104
flat,dlf the arbour,sector 63,7.9,20000.0,4,4,3+,34.0,New Property,3950.0,0,0,0,0,0,1,61
flat,ss the leaf,sector 85,1.18,6941.0,2,2,3,9.0,Relatively New,1700.0,0,0,0,0,1,0,150
flat,emaar gurgaon greens,sector 102,1.4,13685.0,3,3,3,7.0,Relatively New,1315.0,0,0,0,1,0,0,67
flat,unitech fresco,sector 50,1.14,8533.0,2,2,2,19.0,Moderately Old,1330.0,1,0,0,0,0,0,174
flat,signature global solera,sector 107,0.52,8062.0,3,2,2,5.0,Relatively New,717.0,1,0,0,0,0,1,15
flat,mm woodshire,sector 107,0.82,6003.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,1,111
flat,bestech park view residency,sector 2,1.51,7869.0,3,4,3+,7.0,Moderately Old,1737.0,0,0,0,1,0,0,84
flat,prime habitat,sector 99a,0.27,5433.0,2,2,1,4.0,New Property,552.0,0,0,0,0,0,1,7
house,ansal sushant lok plots,sector 43,7.0,25909.0,5,5,3+,3.0,Relatively New,2700.0,0,0,1,1,1,0,41
flat,godrej summit,sector 104,1.1,8668.0,2,2,3,16.0,Under Construction,1148.0,1,0,0,0,0,0,88
flat,bestech park view city,sector 48,4.25,9335.0,4,5,3+,14.0,Moderately Old,4119.0,0,0,0,0,1,0,81
flat,signature global park,sohna road,0.65,7295.0,2,2,3,1.0,New Property,822.0,0,0,0,0,0,0,58
flat,mm golfestate,sector 65,5.9,17544.0,3,3,3,9.0,Moderately Old,3043.0,0,0,0,0,1,2,21
flat,sobha city,sector 108,3.95,16859.0,4,5,3,25.0,Relatively New,2343.0,0,0,0,0,0,1,59
flat,supertech araville,sector 79,0.8,6178.0,2,2,3+,9.0,New Property,1172.0,1,0,0,0,0,1,24
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,3,3,3+,3.0,Relatively New,1650.0,0,0,0,1,1,0,38
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3,3,3+,15.0,New Property,1700.0,0,0,1,0,0,1,174
flat,the close north,sector 50,2.51,11992.0,3,3,3,11.0,Moderately Old,2093.0,0,1,1,0,0,0,109
flat,bptp park generations,sector 37d,1.5,9868.0,3,2,3+,17.0,Relatively New,1375.0,0,0,0,0,0,1,42
flat,dlf the ultima,sector 81,2.26,10762.0,3,4,3+,17.0,New Property,1900.0,0,0,0,1,0,2,174
flat,spaze privy at,sector 84,1.2,7453.0,2,2,3,3.0,Relatively New,1457.0,0,0,0,0,1,0,133
flat,raheja maheshwara,sohna road,0.48,4368.0,2,2,2,11.0,Relatively New,994.0,0,0,0,0,0,0,45
flat,smart world gems,sector 89,1.13,8503.0,3,3,2,4.0,New Property,1473.0,0,0,0,0,1,0,115
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3+,16.0,Relatively New,1656.0,0,0,0,0,0,0,49
flat,central park resort belgravia residences,sector 48,6.25,24300.0,3,5,3+,5.0,Moderately Old,3200.0,0,0,0,1,0,0,49
flat,sare crescent parc,sector 92,0.49,4910.0,2,2,2,2.0,Relatively New,1109.0,0,0,0,0,0,0,96
flat,mm soulitude,sector 89,1.25,8784.0,3,3,3,3.0,New Property,1287.0,1,0,0,0,1,0,0
flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4,4,3+,3.0,New Property,3150.0,0,0,0,0,0,0,96
flat,signature global rosellia,sector 95,0.45,8755.0,2,2,2,14.0,New Property,571.0,0,0,0,0,0,0,24
house,independent,sector 91,3.6,14799.0,4,4,3,2.0,New Property,2430.0,0,0,0,0,0,0,49
house,international city by sobha phase,sector 109,5.65,10456.0,4,4,3+,2.0,New Property,5400.0,1,0,0,1,0,0,44
flat,conscient heritage max,sector 102,2.5,11633.0,3,4,3+,25.0,New Property,1944.0,0,0,0,1,1,0,56
flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1,1,1,1.0,Moderately Old,556.0,1,0,0,0,0,1,0
house,the laburnum,sector 43,11.0,27179.0,5,6,3+,3.0,New Property,4047.2264,0,0,1,1,0,0,160
flat,emaar mgf emerald floors premier,sector 65,2.24,13576.0,3,3,3,2.0,Relatively New,1833.0,0,0,0,1,1,0,46
flat,imperia the esfera,sector 37c,0.99,5455.0,3,5,3+,5.0,Relatively New,1400.0,0,0,0,1,0,0,49
flat,tulip violet,sector 69,1.31,8518.0,3,3,2,12.0,Relatively New,1392.0,0,0,1,0,0,0,174
house,independent,sector 109,1.55,6575.0,3,2,0,1.0,Relatively New,2360.0,0,0,0,0,0,1,0
flat,bestech park view grand spa,sector 81,2.2,8271.0,3,4,3+,8.0,Relatively New,2481.0,0,0,0,1,0,0,165
house,signature global city,sector 92,0.75,7829.0,2,2,3,1.0,Relatively New,959.0,0,0,0,0,0,1,59
